[[[300.0, 303.0]], [[368.0, 285.0]]]
[[[215.03973388671875, 281.0481262207031]], [[344.1669006347656, 292.1200866699219]]]
[[[215.3849639892578, 280.839111328125]], [[343.8666687011719, 292.0779724121094]]]
[[[215.3525390625, 280.4801330566406]], [[344.4833984375, 292.6535949707031]]]
[[[216.57984924316406, 281.521728515625]], [[343.945068359375, 292.73773193359375]]]
[[[216.3804473876953, 281.73236083984375]], [[344.0156555175781, 292.7063903808594]]]
[[[216.80003356933594, 282.0557556152344]], [[344.6065979003906, 292.5361633300781]]]
[[[216.61331176757812, 281.9085998535156]], [[344.20068359375, 291.7850646972656]]]
[[[213.58541870117188, 279.88385009765625]], [[347.60516357421875, 290.3960876464844]]]
[[[211.58840942382812, 279.63818359375]], [[348.4700012207031, 289.24298095703125]]]
[[[210.14666748046875, 279.3659973144531]], [[348.26275634765625, 289.1658020019531]]]
[[[210.76144409179688, 281.3349914550781]], [[346.5731201171875, 289.4744567871094]]]
[[[210.68008422851562, 281.77020263671875]], [[345.8475036621094, 290.1919860839844]]]
[[[210.8788604736328, 281.9049377441406]], [[345.677734375, 291.1493835449219]]]
[[[211.2449188232422, 282.164794921875]], [[344.91455078125, 291.3983154296875]]]
[[[211.04110717773438, 282.5152893066406]], [[344.93878173828125, 291.4016418457031]]]
[[[211.69131469726562, 283.10101318359375]], [[346.39739990234375, 291.37335205078125]]]
[[[211.35824584960938, 282.17205810546875]], [[346.3455505371094, 291.3006896972656]]]
[[[210.9779815673828, 282.30767822265625]], [[346.36865234375, 291.3089294433594]]]
[[[212.03530883789062, 282.40863037109375]], [[346.1962585449219, 291.3485107421875]]]
[[[211.89752197265625, 280.28240966796875]], [[345.3345947265625, 292.1886291503906]]]
[[[212.672119140625, 279.66400146484375]], [[344.5213317871094, 293.1689453125]]]
[[[212.91798400878906, 279.3250427246094]], [[344.6440734863281, 294.46807861328125]]]
[[[212.7362823486328, 278.2481994628906]], [[343.9405517578125, 295.4710998535156]]]
[[[214.21119689941406, 279.1535949707031]], [[343.3414611816406, 295.6555480957031]]]
[[[213.37567138671875, 281.12042236328125]], [[342.61773681640625, 296.5586242675781]]]
